id,taiwan,china_simplified,china_traditional,english,confidence,category,reason,domain,match_type,context_before,context_after,context_exclude,autofix_safe
cfo,財務長,首席财务官,首席財務官,CFO,0.90,mainland-term,台灣企業職位術語,business,exact,,,,true
cto,技術長,首席技术官,首席技術官,CTO,0.90,mainland-term,台灣企業職位術語,business,exact,,,,true
coo,營運長,首席运营官,首席運營官,COO,0.90,mainland-term,台灣企業職位術語,business,exact,,,,true
hr,人力資源,人力资源,人力資源,HR,0.85,mainland-term,台灣企業部門術語,business,exact,,,,true
recruitment,招募,招聘,招聘,recruitment,0.90,mainland-term,台灣人資管理術語,business,exact,,,,true
training,訓練,培训,培訓,training,0.90,mainland-term,台灣人資發展術語,business,exact,,,,true
performance-review,績效考核,绩效评估,績效評估,performance review,0.90,mainland-term,台灣人資管理術語,business,exact,,,,true
compensation,薪酬,薪酬,薪酬,compensation,0.80,mainland-term,台灣人資管理術語,business,exact,,,,true
benefit,福利,福利,福利,benefit,0.80,mainland-term,台灣人資管理術語,business,exact,,,,true
bonus,獎金,奖金,獎金,bonus,0.85,mainland-term,台灣薪資福利術語,business,exact,,,,true
incentive,激勵,激励,激勵,incentive,0.85,mainland-term,台灣人資管理術語,business,exact,,,,true
overtime,加班,加班,加班,overtime,0.80,mainland-term,台灣勞動條件術語,business,exact,,,,true
leave,請假,请假,請假,leave,0.85,mainland-term,台灣勞動條件術語,business,exact,,,,true
resignation,離職,辞职,辭職,resignation,0.90,mainland-term,台灣人事異動術語,business,exact,,,,true
termination,解僱,解雇,解雇,termination,0.85,mainland-term,台灣人事異動術語,business,exact,,,,true
retirement,退休,退休,退休,retirement,0.80,mainland-term,台灣人事異動術語,business,exact,,,,true
pension,退休金,养老金,養老金,pension,0.90,mainland-term,台灣勞工福利術語,business,exact,,,,true
insurance,保險,保险,保險,insurance,0.85,mainland-term,台灣金融商品術語,business,exact,,,,true
premium,保費,保费,保費,premium,0.85,mainland-term,台灣保險術語標準,business,exact,,,,true
claim,理賠,理赔,理賠,claim,0.85,mainland-term,台灣保險術語標準,business,exact,,,,true
deductible,自負額,免赔额,免賠額,deductible,0.90,mainland-term,台灣保險術語標準,business,exact,,,,true
coverage,保障範圍,保险范围,保險範圍,coverage,0.85,mainland-term,台灣保險術語標準,business,exact,,,,true
policy-insurance,保單,保单,保單,policy,0.85,mainland-term,台灣保險文件術語,business,exact,,,,true
beneficiary,受益人,受益人,受益人,beneficiary,0.80,mainland-term,台灣保險關係術語,business,exact,,,,true
interest-rate,利率,利率,利率,interest rate,0.80,mainland-term,台灣金融市場術語,business,exact,,,,true
inflation,通貨膨脹,通货膨胀,通貨膨脹,inflation,0.90,mainland-term,台灣經濟指標術語,business,exact,,,,true
deflation,通貨緊縮,通货紧缩,通貨緊縮,deflation,0.90,mainland-term,台灣經濟指標術語,business,exact,,,,true
recession,衰退,衰退,衰退,recession,0.80,mainland-term,台灣經濟週期術語,business,exact,,,,true
recovery,復甦,复苏,復甦,recovery,0.85,mainland-term,台灣經濟週期術語,business,exact,,,,true
gdp,國內生產毛額,国内生产总值,國內生產總值,GDP,0.90,mainland-term,台灣經濟指標術語,business,exact,,,,true
unemployment,失業,失业,失業,unemployment,0.85,mainland-term,台灣勞動市場術語,business,exact,,,,true
exchange-rate,匯率,汇率,匯率,exchange rate,0.85,mainland-term,台灣外匯市場術語,business,exact,,,,true
currency,貨幣,货币,貨幣,currency,0.85,mainland-term,台灣金融體系術語,business,exact,,,,true
fintech,金融科技,金融科技,金融科技,fintech,0.85,mainland-term,台灣金融創新術語,business,exact,,,,true
digital-payment,數位支付,数字支付,數字支付,digital payment,0.90,mainland-term,台灣支付科技術語,business,exact,,,,true
mobile-payment,行動支付,移动支付,移動支付,mobile payment,0.90,mainland-term,台灣支付科技術語,business,exact,,,,true
e-wallet,電子錢包,电子钱包,電子錢包,e-wallet,0.90,mainland-term,台灣數位金融術語,business,exact,,,,true
transaction,交易,事务,事務,transaction,0.85,mainland-term,台灣資料庫標準,business,exact,,,,true
invoice,發票,发票,發票,invoice,0.85,mainland-term,台灣財務文件術語,business,exact,,,,true
receipt,收據,收据,收據,receipt,0.85,mainland-term,台灣財務憑證術語,business,exact,,,,true
refund,退款,退款,退款,refund,0.80,mainland-term,台灣交易處理術語,business,exact,,,,true
checkout,結帳,结账,結賬,checkout,0.90,mainland-term,台灣購物流程術語,business,exact,,,,true
cart,購物車,购物车,購物車,cart,0.85,mainland-term,台灣電商功能術語,business,exact,,,,true
wishlist,願望清單,愿望单,願望單,wishlist,0.85,mainland-term,台灣電商功能術語,business,exact,,,,true
review-product,評價,评价,評價,review,0.85,mainland-term,台灣產品回饋術語,business,exact,,,,true
rating,評分,评分,評分,rating,0.85,mainland-term,台灣品質評估術語,business,exact,,,,true
feedback,回饋,反馈,反饋,feedback,0.90,mainland-term,台灣意見收集術語,business,exact,,,,true
survey,問卷,调查,調查,survey,0.85,mainland-term,台灣市場研究術語,business,exact,,,,true
presentation,簡報,演示,演示,presentation,0.90,mainland-term,台灣商務溝通術語,business,exact,,,,true
report,報告,报告,報告,report,0.85,mainland-term,台灣商業文件術語,business,exact,,,,true
contract,合約,合同,合同,contract,0.90,mainland-term,台灣法律文件術語,business,exact,,,,true
agreement,協議,协议,協議,agreement,0.85,mainland-term,台灣法律文件術語,business,exact,,,,true
terms,條款,条款,條款,terms,0.85,mainland-term,台灣合約內容術語,business,exact,,,,true
negotiation,談判,谈判,談判,negotiation,0.85,mainland-term,台灣商務溝通術語,business,exact,,,,true
partnership,合夥,合伙,合夥,partnership,0.90,mainland-term,台灣商業關係術語,business,exact,,,,true
joint-venture,合資,合资,合資,joint venture,0.90,mainland-term,台灣商業合作術語,business,exact,,,,true
subsidiary,子公司,子公司,子公司,subsidiary,0.85,mainland-term,台灣企業組織術語,business,exact,,,,true
affiliate,關係企業,关联企业,關聯企業,affiliate,0.90,mainland-term,台灣企業組織術語,business,exact,,,,true
headquarters,總部,总部,總部,headquarters,0.85,mainland-term,台灣企業組織術語,business,exact,,,,true
branch,分公司,分公司,分公司,branch,0.85,mainland-term,台灣企業組織術語,business,exact,,,,true
