id,taiwan,china_simplified,china_traditional,english,confidence,category,reason,domain,match_type,context_before,context_after,context_exclude,autofix_safe
scanner,掃描器,扫描仪,掃描儀,scanner,0.90,mainland-term,台灣週邊裝置標準,tech,exact,,,,true
power-supply,電源供應器,电源,電源,power supply,0.90,mainland-term,台灣電腦組件標準,tech,exact,,,,true
cooling-fan,散熱風扇,散热风扇,散熱風扇,cooling fan,0.85,mainland-term,台灣散熱系統標準,tech,exact,,,,true
heat-sink,散熱片,散热片,散熱片,heat sink,0.85,mainland-term,台灣散熱系統標準,tech,exact,,,,true
thermal-paste,散熱膏,导热硅脂,導熱硅脂,thermal paste,0.85,mainland-term,台灣散熱材料標準,tech,exact,,,,true
overclocking,超頻,超频,超頻,overclocking,0.85,mainland-term,台灣效能調校技術,tech,exact,,,,true
benchmark-tool,效能測試工具,基准测试工具,基準測試工具,benchmark tool,0.85,mainland-term,台灣硬體測試標準,tech,exact,,,,true
driver,驅動程式,驱动程序,驅動程序,driver,0.90,mainland-term,台灣硬體管理標準,tech,exact,,,,true
register,暫存器,寄存器,寄存器,register,0.90,mainland-term,台灣計算機硬體標準,tech,exact,,,,true
bus,匯流排,总线,總線,bus,0.90,mainland-term,台灣電腦架構標準,tech,exact,,,,true
bandwidth,頻寬,带宽,帶寬,bandwidth,0.95,mainland-term,台灣網路技術標準,tech,exact,,,,true
storage,儲存體,存储,存儲,storage,0.90,mainland-term,台灣儲存技術標準,tech,exact,,,,true
volume,磁碟區,卷,卷,volume,0.85,mainland-term,台灣儲存管理標準,tech,exact,,,,true
raid,磁碟陣列,磁盘阵列,磁盤陣列,RAID,0.90,mainland-term,台灣儲存技術標準,tech,exact,,,,true
nas,網路附接儲存,网络附加存储,網絡附加存儲,NAS,0.90,mainland-term,台灣儲存設備標準,tech,exact,,,,true
laser,雷射,激光,激光,laser,0.95,mainland-term,台灣光學技術標準,tech,exact,,,,true
sensor,感測器,传感器,傳感器,sensor,0.90,mainland-term,台灣感測裝置標準,tech,exact,,,,true
actuator,致動器,执行器,執行器,actuator,0.85,mainland-term,台灣控制元件標準,tech,exact,,,,true
mems,微機電系統,微机电系统,微機電系統,MEMS,0.90,mainland-term,台灣微型技術標準,tech,exact,,,,true
lidar,光達,激光雷达,激光雷達,LiDAR,0.85,mainland-term,台灣感測技術標準,tech,exact,,,,true
radar,雷達,雷达,雷達,radar,0.80,mainland-term,台灣感測技術標準,tech,exact,,,,true
battery,電池,电池,電池,battery,0.85,mainland-term,台灣電源技術標準,tech,exact,,,,true
lithium-battery,鋰電池,锂电池,鋰電池,lithium battery,0.85,mainland-term,台灣電池技術標準,tech,exact,,,,true
adapter,轉接器,适配器,適配器,adapter,0.90,mainland-term,台灣週邊配件標準,tech,exact,,,,true
dongle,轉接頭,适配器,適配器,dongle,0.85,mainland-term,台灣週邊配件標準,tech,exact,,,,true
cable,纜線,电缆,電纜,cable,0.85,mainland-term,台灣連接線材標準,tech,exact,,,,true
connector,連接器,连接器,連接器,connector,0.85,mainland-term,台灣介面元件標準,tech,exact,,,,true
port,連接埠,端口,端口,port,0.95,mainland-term,台灣介面端點標準,tech,exact,,,,true
slot,插槽,插槽,插槽,slot,0.85,mainland-term,台灣擴充介面標準,tech,exact,,,,true
expansion-card,擴充卡,扩展卡,擴展卡,expansion card,0.90,mainland-term,台灣硬體擴充標準,tech,exact,,,,true
graphics-card,顯示卡,显卡,顯卡,graphics card,0.90,mainland-term,台灣顯示硬體標準,tech,exact,,,,true
sound-card,音效卡,声卡,聲卡,sound card,0.90,mainland-term,台灣音訊硬體標準,tech,exact,,,,true
network-card,網路卡,网卡,網卡,network card,0.90,mainland-term,台灣網路硬體標準,tech,exact,,,,true
wireless-card,無線網卡,无线网卡,無線網卡,wireless card,0.90,mainland-term,台灣無線硬體標準,tech,exact,,,,true
bluetooth,藍牙,蓝牙,藍牙,Bluetooth,0.85,mainland-term,台灣無線技術標準,tech,exact,,,,true
wifi,無線網路,无线网络,無線網絡,Wi-Fi,0.90,mainland-term,台灣無線技術標準,tech,exact,,,,true
5g,第五代行動通訊,第五代移动通信,第五代移動通信,5G,0.90,mainland-term,台灣通訊技術標準,tech,exact,,,,true
lte,長期演進技術,长期演进,長期演進,LTE,0.85,mainland-term,台灣通訊技術標準,tech,exact,,,,true
nfc,近場通訊,近场通信,近場通信,NFC,0.85,mainland-term,台灣無線技術標準,tech,exact,,,,true
ethernet,乙太網路,以太网,以太網,Ethernet,0.90,mainland-term,台灣網路標準,tech,exact,,,,true
router,路由器,路由器,路由器,router,0.80,mainland-term,台灣網路設備標準,tech,exact,,,,true
switch,交換器,交换机,交換機,switch,0.90,mainland-term,台灣網路設備標準,tech,exact,,,,true
hub,集線器,集线器,集線器,hub,0.90,mainland-term,台灣網路設備標準,tech,exact,,,,true
modem,數據機,调制解调器,調製解調器,modem,0.90,mainland-term,台灣網路設備標準,tech,exact,,,,true
gateway,閘道器,网关,網關,gateway,0.90,mainland-term,台灣網路設備術語,tech,exact,,,,true
repeater,中繼器,中继器,中繼器,repeater,0.85,mainland-term,台灣網路設備術語,tech,exact,,,,true
bridge,橋接器,网桥,網橋,bridge,0.90,mainland-term,台灣網路設備術語,tech,exact,,,,true
access-point,無線存取點,无线接入点,無線接入點,access point,0.90,mainland-term,台灣無線網路設備,tech,exact,,,,true
antenna,天線,天线,天線,antenna,0.85,mainland-term,台灣無線設備元件,tech,exact,,,,true
amplifier,放大器,放大器,放大器,amplifier,0.85,mainland-term,台灣訊號處理設備,tech,exact,,,,true
