id,taiwan,china_simplified,china_traditional,english,confidence,category,reason,domain,match_type,context_before,context_after,context_exclude,autofix_safe
resolution-setting,解析度設定,分辨率设置,分辨率設置,resolution setting,0.90,mainland-term,台灣顯示設定術語,tech,exact,,,,true
contrast,對比,对比度,對比度,contrast,0.85,mainland-term,台灣顯示設定術語,tech,exact,,,,true
saturation,飽和度,饱和度,飽和度,saturation,0.85,mainland-term,台灣顯示設定術語,tech,exact,,,,true
font,字型,字体,字體,font,0.90,mainland-term,台灣文字顯示術語,tech,exact,,,,true
font-size,字型大小,字号,字號,font size,0.90,mainland-term,台灣文字顯示術語,tech,exact,,,,true
bold,粗體,粗体,粗體,bold,0.85,mainland-term,台灣文字格式術語,tech,exact,,,,true
italic,斜體,斜体,斜體,italic,0.85,mainland-term,台灣文字格式術語,tech,exact,,,,true
underline,底線,下划线,下劃線,underline,0.90,mainland-term,台灣文字格式術語,tech,exact,,,,true
strikethrough,刪除線,删除线,刪除線,strikethrough,0.85,mainland-term,台灣文字格式術語,tech,exact,,,,true
alignment,對齊,对齐,對齊,alignment,0.85,mainland-term,台灣文字排版術語,tech,exact,,,,true
justify,左右對齊,两端对齐,兩端對齊,justify,0.90,mainland-term,台灣文字排版術語,tech,exact,,,,true
indent,縮排,缩进,縮進,indent,0.90,mainland-term,台灣文字排版術語,tech,exact,,,,true
header-text,標題,标题,標題,header,0.85,mainland-term,台灣文件結構術語,tech,exact,,,,true
footer-text,頁尾,页脚,頁腳,footer,0.90,mainland-term,台灣文件結構術語,tech,exact,,,,true
page-number,頁碼,页码,頁碼,page number,0.85,mainland-term,台灣文件結構術語,tech,exact,,,,true
table-of-contents,目錄,目录,目錄,table of contents,0.85,mainland-term,台灣文件結構術語,tech,exact,,,,true
hyperlink,超連結,超链接,超鏈接,hyperlink,0.90,mainland-term,台灣網頁元件術語,tech,exact,,,,true
alert,警示,警告,警告,alert,0.85,mainland-term,台灣系統訊息術語,tech,exact,,,,true
confirm,確認,确认,確認,confirm,0.85,mainland-term,台灣系統訊息術語,tech,exact,,,,true
save,儲存,保存,保存,save,0.85,mainland-term,台灣檔案操作標準,tech,exact,,,,true
load,載入,加载,加載,load,0.90,mainland-term,台灣系統操作標準,tech,exact,,,,true
export,匯出,导出,導出,export,0.90,mainland-term,台灣資料處理標準,tech,exact,,,,true
import,匯入,导入,導入,import,0.90,mainland-term,台灣資料處理標準,tech,exact,,,,true
print,列印,打印,打印,print,0.90,mainland-term,台灣週邊裝置標準,tech,exact,,,,true
preview,預覽,预览,預覽,preview,0.85,mainland-term,台灣顯示功能術語,tech,exact,,,,true
view,檢視,视图,視圖,view,0.85,mainland-term,台灣介面設計標準,tech,exact,,,,true
edit,編輯,编辑,編輯,edit,0.85,mainland-term,台灣操作功能術語,tech,exact,,,,true
delete,刪除,删除,刪除,delete,0.85,mainland-term,台灣操作功能術語,tech,exact,,,,true
create,建立,创建,創建,create,0.85,mainland-term,台灣系統操作標準,tech,exact,,,,true
open,開啟,打开,打開,open,0.85,mainland-term,台灣檔案操作標準,tech,exact,,,,true
close,關閉,关闭,關閉,close,0.85,mainland-term,台灣系統操作標準,tech,exact,,,,true
file,檔案,文件,文件,file,0.90,mainland-term,台灣檔案系統標準,tech,exact,,,,true
folder,資料夾,文件夹,文件夾,folder,0.90,mainland-term,台灣檔案管理標準,tech,exact,,,,true
directory,目錄,目录,目錄,directory,0.85,mainland-term,台灣檔案系統標準,tech,exact,,,,true
path,路徑,路径,路徑,path,0.85,mainland-term,台灣檔案系統標準,tech,exact,,,,true
extension,副檔名,扩展名,擴展名,extension,0.90,mainland-term,台灣檔案系統標準,tech,exact,,,,true
taskbar,工作列,任务栏,任務欄,taskbar,0.90,mainland-term,台灣桌面元件術語,tech,exact,,,,true
dock,工具列,程序坞,程序塢,dock,0.90,mainland-term,台灣macOS介面元件,tech,exact,,,,true
launcher,啟動器,启动器,啟動器,launcher,0.85,mainland-term,台灣應用程式管理,tech,exact,,,,true
widget,小工具,小部件,小部件,widget,0.90,mainland-term,台灣桌面元件術語,tech,exact,,,,true
gadget,小工具,小工具,小工具,gadget,0.80,mainland-term,台灣桌面輔助工具,tech,exact,,,,true
wallpaper,桌布,壁纸,壁紙,wallpaper,0.90,mainland-term,台灣桌面美化術語,tech,exact,,,,true
theme,主題,主题,主題,theme,0.85,mainland-term,台灣介面美化術語,tech,exact,,,,true
skin,外觀,皮肤,皮膚,skin,0.85,mainland-term,台灣介面美化術語,tech,exact,,,,true
layout,版面配置,布局,布局,layout,0.85,mainland-term,台灣介面設計術語,tech,exact,,,,true
grid,格線,网格,網格,grid,0.85,mainland-term,台灣介面設計術語,tech,exact,,,,true
sidebar,側邊欄,侧边栏,側邊欄,sidebar,0.85,mainland-term,台灣介面元件術語,tech,exact,,,,true
ribbon,功能區,功能区,功能區,ribbon,0.85,mainland-term,台灣Office介面術語,tech,exact,,,,true
