id,taiwan,china_simplified,china_traditional,english,confidence,category,reason,domain,match_type,context_before,context_after,context_exclude,autofix_safe
definition,定義,定义,定義,definition,0.80,mainland-term,台灣程式語言標準,tech,exact,,,,true
directory,目錄,目录,目錄,directory,0.85,mainland-term,台灣檔案系統標準,tech,exact,,,,true
disk,磁碟,磁盘,磁盤,disk,0.90,mainland-term,台灣儲存裝置標準,tech,exact,,,,true
document,文件,文档,文檔,document,0.85,mainland-term,台灣技術文件標準,tech,exact,,,,true
domain,網域,域,域,domain,0.90,mainland-term,台灣網路技術標準,tech,exact,,,,true
download,下載,下载,下載,download,0.80,mainland-term,台灣網路傳輸標準,tech,exact,,,,true
driver,驅動程式,驱动程序,驅動程序,driver,0.90,mainland-term,台灣硬體管理標準,tech,exact,,,,true
email,電子郵件,电子邮件,電子郵件,email,0.80,mainland-term,台灣網路通訊標準,tech,exact,,,,true
enable,啟用,启用,啟用,enable,0.85,mainland-term,台灣系統操作標準,tech,exact,,,,true
exception,例外,异常,異常,exception,0.90,mainland-term,台灣錯誤處理標準,tech,exact,,,,true
export,匯出,导出,導出,export,0.90,mainland-term,台灣資料處理標準,tech,exact,,,,true
extension,擴充功能,扩展,擴展,extension,0.85,mainland-term,台灣軟體功能標準,tech,exact,,,,true
field,欄位,字段,字段,field,0.90,mainland-term,台灣資料庫標準,tech,exact,,,,true
file,檔案,文件,文件,file,0.90,mainland-term,台灣檔案系統標準,tech,exact,,,,true
filter,過濾器,过滤器,過濾器,filter,0.85,mainland-term,台灣資料處理標準,tech,exact,,,,true
firmware,韌體,固件,固件,firmware,0.95,mainland-term,台灣硬體技術標準,tech,exact,,,,true
folder,資料夾,文件夹,文件夾,folder,0.90,mainland-term,台灣檔案管理標準,tech,exact,,,,true
function,函式,函数,函數,function,0.95,mainland-term,台灣程式設計標準,tech,exact,,,,true
generate,產生,生成,生成,generate,0.85,mainland-term,台灣程式開發標準,tech,exact,,,,true
global,全域,全局,全局,global,0.90,mainland-term,台灣程式設計標準,tech,exact,,,,true
handler,處理器,处理器,處理器,handler,0.85,mainland-term,台灣程式設計標準,tech,exact,,,,true
hardware,硬體,硬件,硬件,hardware,0.95,mainland-term,台灣計算機硬體標準,tech,exact,,,,true
hash,雜湊,哈希,哈希,hash,0.90,mainland-term,台灣密碼學標準,tech,exact,,,,true
header,標頭,头部,頭部,header,0.85,mainland-term,台灣網路協定標準,tech,exact,,,,true
heap,堆積,堆,堆,heap,0.90,mainland-term,台灣記憶體管理標準,tech,exact,,,,true
icon,圖示,图标,圖標,icon,0.85,mainland-term,台灣介面設計標準,tech,exact,,,,true
image,影像,图像,圖像,image,0.85,mainland-term,台灣多媒體標準,tech,exact,,,,true
implement,實作,实现,實現,implement,0.90,mainland-term,台灣軟體開發標準,tech,exact,,,,true
import,匯入,导入,導入,import,0.90,mainland-term,台灣程式開發標準,tech,exact,,,,true
info,資訊,信息,信息,information,0.85,mainland-term,台灣資訊處理標準,tech,exact,,,,true
inheritance,繼承,继承,繼承,inheritance,0.85,mainland-term,台灣物件導向標準,tech,exact,,,,true
instance,實體,实例,實例,instance,0.90,mainland-term,台灣物件導向標準,tech,exact,,,,true
integrate,整合,集成,集成,integrate,0.85,mainland-term,台灣系統整合標準,tech,exact,,,,true
interface,介面,接口,接口,interface,0.95,mainland-term,台灣軟體設計標準,tech,exact,,,,true
internet,網際網路,互联网,互聯網,internet,0.90,mainland-term,台灣網路技術標準,tech,exact,,,,true
invoke,呼叫,调用,調用,invoke,0.85,mainland-term,台灣程式設計標準,tech,exact,,,,true
iterate,疊代,迭代,迭代,iterate,0.90,mainland-term,台灣程式設計標準,tech,exact,,,,true
library,程式庫,程序库,程序庫,library,0.95,mainland-term,台灣軟體開發標準,tech,exact,,,,true
link,連結,链接,鏈接,link,0.85,mainland-term,台灣網路技術標準,tech,exact,,,,true
load,載入,加载,加載,load,0.90,mainland-term,台灣系統操作標準,tech,exact,,,,true
local,本機,本地,本地,local,0.85,mainland-term,台灣系統術語標準,tech,exact,,,,true
log,日誌,日志,日誌,log,0.85,mainland-term,台灣系統監控標準 (工程師也常用 log),tech,exact,,,,true
loop,迴圈,循环,循環,loop,0.90,mainland-term,台灣程式設計標準,tech,exact,,,,true
memory,記憶體,内存,內存,memory,0.95,mainland-term,台灣計算機硬體標準,tech,exact,,,,true
menu,選單,菜单,菜單,menu,0.90,mainland-term,台灣介面設計標準,tech,exact,,,,true
message,訊息,消息,消息,message,0.85,mainland-term,台灣通訊協定標準,tech,exact,,,,true
mobile,行動,移动,移動,mobile,0.90,mainland-term,台灣行動裝置標準,tech,exact,,,,true
module,模組,模块,模塊,module,0.90,mainland-term,台灣軟體架構標準,tech,exact,,,,true
mouse,滑鼠,鼠标,鼠標,mouse,0.90,mainland-term,台灣週邊裝置標準,tech,exact,,,,true
network,網路,网络,網絡,network,0.95,mainland-term,台灣網路技術標準,tech,exact,,,,true
object,物件,对象,對象,object,0.95,mainland-term,台灣物件導向標準,tech,exact,,,,true
online,線上,在线,在線,online,0.85,mainland-term,台灣網路服務標準,tech,exact,,,,true
optimize,最佳化,优化,優化,optimize,0.90,mainland-term,台灣效能調校標準,tech,exact,,,,true
overflow,溢位,溢出,溢出,overflow,0.85,mainland-term,台灣程式錯誤處理,tech,exact,,,,true
package,套件,包,包,package,0.85,mainland-term,台灣軟體發布標準,tech,exact,,,,true
parameter,參數,参数,參數,parameter,0.85,mainland-term,台灣程式設計標準,tech,exact,,,,true
parse,剖析,解析,解析,parse,0.85,mainland-term,台灣資料處理標準,tech,exact,,,,true
performance,效能,性能,性能,performance,0.90,mainland-term,台灣系統評測標準,tech,exact,,,,true
plugin,外掛程式,插件,插件,plugin,0.90,mainland-term,台灣軟體擴充標準,tech,exact,,,,true
pointer,指標,指针,指針,pointer,0.90,mainland-term,台灣程式設計標準,tech,exact,,,,true
print,列印,打印,打印,print,0.90,mainland-term,台灣週邊裝置標準,tech,exact,,,,true
process,行程,进程,進程,process,0.90,mainland-term,台灣作業系統標準,tech,exact,,,,true
program,程式,程序,程序,program,0.95,mainland-term,台灣軟體開發標準,tech,exact,,,,true
protocol,協定,协议,協議,protocol,0.90,mainland-term,台灣網路通訊標準,tech,exact,,,,true
query,查詢,查询,查詢,query,0.80,mainland-term,台灣資料庫標準,tech,exact,,,,true
queue,佇列,队列,隊列,queue,0.95,mainland-term,台灣資料結構標準,tech,exact,,,,true
read,讀取,读取,讀取,read,0.80,mainland-term,台灣檔案操作標準,tech,exact,,,,true
register,暫存器,寄存器,寄存器,register,0.90,mainland-term,台灣計算機硬體標準,tech,exact,,,,true
remote,遠端,远程,遠程,remote,0.90,mainland-term,台灣網路連線標準,tech,exact,,,,true
render,算繪,渲染,渲染,render,0.85,mainland-term,台灣圖形處理標準 (工程師也常用 render),tech,exact,,,,true
response,回應,响应,響應,response,0.85,mainland-term,台灣網路通訊標準,tech,exact,,,,true
run,執行,运行,運行,run,0.85,mainland-term,台灣系統操作標準,tech,exact,,,,true
runtime,執行時期,运行时,運行時,runtime,0.85,mainland-term,台灣程式執行標準,tech,exact,,,,true
save,儲存,保存,保存,save,0.85,mainland-term,台灣檔案操作標準,tech,exact,,,,true
schedule,排程,调度,調度,schedule,0.90,mainland-term,台灣系統管理標準,tech,exact,,,,true
script,指令碼,脚本,腳本,script,0.85,mainland-term,台灣自動化標準,tech,exact,,,,true
search,搜尋,搜索,搜索,search,0.85,mainland-term,台灣資料查找標準,tech,exact,,,,true
server,伺服器,服务器,服務器,server,0.95,mainland-term,台灣網路服務標準,tech,exact,,,,true
session,工作階段,会话,會話,session,0.90,mainland-term,台灣網路連線標準,tech,exact,,,,true
software,軟體,软件,軟件,software,0.95,mainland-term,台灣技術標準用語,tech,exact,,,,true
stack,堆疊,栈,棧,stack,0.90,mainland-term,台灣資料結構標準,tech,exact,,,,true
storage,儲存體,存储,存儲,storage,0.90,mainland-term,台灣儲存技術標準,tech,exact,,,,true
stream,串流,流,流,stream,0.85,mainland-term,台灣資料傳輸標準,tech,exact,,,,true
string,字串,字符串,字符串,string,0.95,mainland-term,台灣程式設計標準,tech,exact,,,,true
support,支援,支持,支持,support,0.85,mainland-term,台灣技術服務標準,tech,exact,,,,true
system,系統,系统,系統,system,0.80,mainland-term,台灣計算機技術標準,tech,exact,,,,true
thread,執行緒,线程,線程,thread,0.95,mainland-term,台灣平行處理標準,tech,exact,,,,true
tutorial,教學,教程,教程,tutorial,0.85,mainland-term,台灣教育訓練標準,tech,exact,,,,true
type,型別,类型,類型,type,0.90,mainland-term,台灣程式語言標準,tech,exact,,,,true
upload,上傳,上传,上傳,upload,0.80,mainland-term,台灣網路傳輸標準,tech,exact,,,,true
user,使用者,用户,用戶,user,0.85,mainland-term,台灣使用者介面標準,tech,exact,,,,true
variable,變數,变量,變量,variable,0.90,mainland-term,台灣程式設計標準,tech,exact,,,,true
video,影片,视频,視頻,video,0.90,mainland-term,台灣多媒體標準,tech,exact,,,,true
view,檢視,视图,視圖,view,0.85,mainland-term,台灣介面設計標準,tech,exact,,,,true
volume,磁碟區,卷,卷,volume,0.85,mainland-term,台灣儲存管理標準,tech,exact,,,,true
window,視窗,窗口,窗口,window,0.90,mainland-term,台灣介面設計標準,tech,exact,,,,true
write,寫入,写入,寫入,write,0.80,mainland-term,台灣檔案操作標準,tech,exact,,,,true
virtualization,虛擬化,虚拟化,虛擬化,virtualization,0.95,mainland-term,台灣雲端技術標準,tech,exact,,,,true
microservice,微服務,微服务,微服務,microservice,0.95,mainland-term,台灣架構設計標準,tech,exact,,,,true
container-orchestration,容器編排,容器编排,容器編排,container orchestration,0.90,mainland-term,台灣容器技術標準,tech,exact,,,,true
dependency-injection,依賴注入,依赖注入,依賴注入,dependency injection,0.90,mainland-term,台灣設計模式標準,tech,exact,,,,true
middleware,中介軟體,中间件,中間件,middleware,0.90,mainland-term,台灣系統架構標準,tech,exact,,,,true
proxy,代理伺服器,代理服务器,代理服務器,proxy,0.90,mainland-term,台灣網路架構標準,tech,exact,,,,true
load-balancer,負載平衡器,负载均衡器,負載均衡器,load balancer,0.90,mainland-term,台灣網路架構標準,tech,exact,,,,true
scalability,擴充性,可扩展性,可擴展性,scalability,0.85,mainland-term,台灣系統設計標準,tech,exact,,,,true
high-availability,高可用性,高可用性,高可用性,high availability,0.85,mainland-term,台灣系統架構標準,tech,exact,,,,true
failover,故障轉移,故障转移,故障轉移,failover,0.90,mainland-term,台灣容錯技術標準,tech,exact,,,,true
backup,備份,备份,備份,backup,0.85,mainland-term,台灣資料保護標準,tech,exact,,,,true
restore,復原,恢复,恢復,restore,0.85,mainland-term,台灣資料救援標準,tech,exact,,,,true
migration,遷移,迁移,遷移,migration,0.85,mainland-term,台灣系統升級標準,tech,exact,,,,true
deployment,部署,部署,部署,deployment,0.80,mainland-term,台灣軟體發布標準,tech,exact,,,,true
continuous-integration,持續整合,持续集成,持續集成,CI,0.90,mainland-term,台灣DevOps標準,tech,exact,,,,true
continuous-delivery,持續交付,持续交付,持續交付,CD,0.90,mainland-term,台灣DevOps標準,tech,exact,,,,true
repository,版本庫,仓库,倉庫,repository,0.90,mainland-term,台灣版本控制標準,tech,exact,,,,true
branch,分支,分支,分支,branch,0.80,mainland-term,台灣版本控制標準,tech,exact,,,,true
merge,合併,合并,合併,merge,0.85,mainland-term,台灣版本控制標準,tech,exact,,,,true
commit,提交,提交,提交,commit,0.80,mainland-term,台灣版本控制標準,tech,exact,,,,true
pull-request,拉取請求,拉取请求,拉取請求,pull request,0.90,mainland-term,台灣協作開發標準,tech,exact,,,,true
rollback,回溯,回滚,回滾,rollback,0.90,mainland-term,台灣版本控制標準,tech,exact,,,,true
refactor,重構,重构,重構,refactor,0.90,mainland-term,台灣程式改進標準,tech,exact,,,,true
unit-test,單元測試,单元测试,單元測試,unit test,0.90,mainland-term,台灣測試標準,tech,exact,,,,true
integration-test,整合測試,集成测试,集成測試,integration test,0.90,mainland-term,台灣測試標準,tech,exact,,,,true
regression-test,迴歸測試,回归测试,回歸測試,regression test,0.90,mainland-term,台灣測試標準,tech,exact,,,,true
mock,模擬,模拟,模擬,mock,0.85,mainland-term,台灣測試技術標準,tech,exact,,,,true
stub,樁,桩,樁,stub,0.90,mainland-term,台灣測試技術標準,tech,exact,,,,true
debugger,除錯器,调试器,調試器,debugger,0.90,mainland-term,台灣開發工具標準,tech,exact,,,,true
profiler,分析器,分析器,分析器,profiler,0.80,mainland-term,台灣效能分析標準,tech,exact,,,,true
benchmark,基準測試,基准测试,基準測試,benchmark,0.90,mainland-term,台灣效能評測標準,tech,exact,,,,true
latency,延遲,延迟,延遲,latency,0.85,mainland-term,台灣網路效能標準,tech,exact,,,,true
throughput,吞吐量,吞吐量,吞吐量,throughput,0.85,mainland-term,台灣效能指標標準,tech,exact,,,,true
bottleneck,瓶頸,瓶颈,瓶頸,bottleneck,0.85,mainland-term,台灣效能分析標準,tech,exact,,,,true
deadlock,死結,死锁,死鎖,deadlock,0.90,mainland-term,台灣並行程式標準,tech,exact,,,,true
race-condition,競爭條件,竞争条件,競爭條件,race condition,0.90,mainland-term,台灣並行程式標準,tech,exact,,,,true
mutex,互斥鎖,互斥锁,互斥鎖,mutex,0.90,mainland-term,台灣同步機制標準,tech,exact,,,,true
semaphore,號誌,信号量,信號量,semaphore,0.90,mainland-term,台灣同步機制標準,tech,exact,,,,true
transaction,交易,事务,事務,transaction,0.85,mainland-term,台灣資料庫標準,tech,exact,,,,true
rollback-transaction,交易回溯,事务回滚,事務回滾,rollback,0.90,mainland-term,台灣資料庫標準,tech,exact,,,,true
index,索引,索引,索引,index,0.80,mainland-term,台灣資料庫標準,tech,exact,,,,true
primary-key,主鍵,主键,主鍵,primary key,0.90,mainland-term,台灣資料庫標準,tech,exact,,,,true
foreign-key,外鍵,外键,外鍵,foreign key,0.90,mainland-term,台灣資料庫標準,tech,exact,,,,true
normalization,正規化,规范化,規範化,normalization,0.85,mainland-term,台灣資料庫設計,tech,exact,,,,true
denormalization,反正規化,反规范化,反規範化,denormalization,0.85,mainland-term,台灣資料庫優化,tech,exact,,,,true
schema,綱要,模式,模式,schema,0.85,mainland-term,台灣資料庫架構,tech,exact,,,,true
trigger,觸發器,触发器,觸發器,trigger,0.90,mainland-term,台灣資料庫標準,tech,exact,,,,true
stored-procedure,預存程序,存储过程,存儲過程,stored procedure,0.90,mainland-term,台灣資料庫標準,tech,exact,,,,true
clustering,叢集,集群,集群,clustering,0.90,mainland-term,台灣分散式系統,tech,exact,,,,true
replication,複寫,复制,複製,replication,0.85,mainland-term,台灣資料同步標準,tech,exact,,,,true
sharding,分片,分片,分片,sharding,0.85,mainland-term,台灣資料庫擴展,tech,exact,,,,true
caching,快取機制,缓存机制,緩存機制,caching,0.90,mainland-term,台灣效能優化標準,tech,exact,,,,true
cdn,內容傳遞網路,内容分发网络,內容分發網絡,CDN,0.90,mainland-term,台灣網路服務標準,tech,exact,,,,true
api-gateway,API閘道,API网关,API網關,API gateway,0.90,mainland-term,台灣微服務架構,tech,exact,,,,true
service-mesh,服務網格,服务网格,服務網格,service mesh,0.90,mainland-term,台灣微服務架構,tech,exact,,,,true
circuit-breaker,斷路器,断路器,斷路器,circuit breaker,0.90,mainland-term,台灣容錯模式標準,tech,exact,,,,true
rate-limiting,速率限制,速率限制,速率限制,rate limiting,0.85,mainland-term,台灣流量控制標準,tech,exact,,,,true
throttling,節流,节流,節流,throttling,0.85,mainland-term,台灣流量控制標準,tech,exact,,,,true
webhook,網路鉤子,网络钩子,網絡鉤子,webhook,0.85,mainland-term,台灣事件通知標準,tech,exact,,,,true
websocket,網路通訊端,网络套接字,網絡套接字,WebSocket,0.90,mainland-term,台灣即時通訊標準,tech,exact,,,,true
rest-api,REST API,REST API,REST API,REST API,0.80,mainland-term,台灣API設計標準,tech,exact,,,,true
graphql,GraphQL,GraphQL,GraphQL,GraphQL,0.80,mainland-term,台灣API查詢標準,tech,exact,,,,true
grpc,gRPC,gRPC,gRPC,gRPC,0.80,mainland-term,台灣RPC框架標準,tech,exact,,,,true
message-queue,訊息佇列,消息队列,消息隊列,message queue,0.90,mainland-term,台灣非同步通訊,tech,exact,,,,true
pub-sub,發布訂閱,发布订阅,發布訂閱,pub-sub,0.90,mainland-term,台灣訊息模式標準,tech,exact,,,,true
event-driven,事件驅動,事件驱动,事件驅動,event-driven,0.90,mainland-term,台灣架構模式標準,tech,exact,,,,true
serverless,無伺服器,无服务器,無服務器,serverless,0.90,mainland-term,台灣雲端運算標準,tech,exact,,,,true
function-as-service,函式即服務,函数即服务,函數即服務,FaaS,0.90,mainland-term,台灣雲端服務標準,tech,exact,,,,true
infrastructure-as-code,基礎設施即程式碼,基础设施即代码,基礎設施即代碼,IaC,0.90,mainland-term,台灣DevOps標準,tech,exact,,,,true
terraform,Terraform,Terraform,Terraform,Terraform,0.80,mainland-term,台灣基礎設施工具,tech,exact,,,,true
ansible,Ansible,Ansible,Ansible,Ansible,0.80,mainland-term,台灣自動化工具,tech,exact,,,,true
kubernetes,Kubernetes,Kubernetes,Kubernetes,K8s,0.85,mainland-term,台灣容器編排標準,tech,exact,,,,true
docker,Docker,Docker,Docker,Docker,0.85,mainland-term,台灣容器技術標準,tech,exact,,,,true
helm,Helm,Helm,Helm,Helm,0.80,mainland-term,台灣K8s套件管理,tech,exact,,,,true
ingress,入口控制器,入口控制器,入口控制器,ingress,0.85,mainland-term,台灣K8s網路標準,tech,exact,,,,true
pod,容器組,容器组,容器組,pod,0.85,mainland-term,台灣K8s基本單位,tech,exact,,,,true
namespace,命名空間,命名空间,命名空間,namespace,0.85,mainland-term,台灣資源隔離標準,tech,exact,,,,true
secret,密鑰,密钥,密鑰,secret,0.85,mainland-term,台灣機密管理標準,tech,exact,,,,true
configmap,設定對映,配置映射,配置映射,ConfigMap,0.85,mainland-term,台灣K8s配置管理,tech,exact,,,,true
statefulset,有狀態集,有状态集,有狀態集,StatefulSet,0.85,mainland-term,台灣K8s工作負載,tech,exact,,,,true
daemonset,守護程式集,守护进程集,守護進程集,DaemonSet,0.85,mainland-term,台灣K8s工作負載,tech,exact,,,,true
cronjob,定時任務,定时任务,定時任務,CronJob,0.85,mainland-term,台灣K8s排程任務,tech,exact,,,,true
service-discovery,服務發現,服务发现,服務發現,service discovery,0.90,mainland-term,台灣微服務標準,tech,exact,,,,true
health-check,健康檢查,健康检查,健康檢查,health check,0.85,mainland-term,台灣監控標準,tech,exact,,,,true
monitoring,監控,监控,監控,monitoring,0.85,mainland-term,台灣系統維運標準,tech,exact,,,,true
logging,日誌紀錄,日志记录,日誌記錄,logging,0.85,mainland-term,台灣系統監控標準,tech,exact,,,,true
tracing,追蹤,追踪,追蹤,tracing,0.85,mainland-term,台灣分散式追蹤,tech,exact,,,,true
metrics,指標,指标,指標,metrics,0.85,mainland-term,台灣監控度量標準,tech,exact,,,,true
dashboard,儀表板,仪表盘,儀表盤,dashboard,0.85,mainland-term,台灣資料視覺化,tech,exact,,,,true
alert,警示,告警,告警,alert,0.85,mainland-term,台灣監控通知標準,tech,exact,,,,true
encryption,加密,加密,加密,encryption,0.80,mainland-term,台灣資安技術標準,tech,exact,,,,true
decryption,解密,解密,解密,decryption,0.80,mainland-term,台灣資安技術標準,tech,exact,,,,true
symmetric-encryption,對稱加密,对称加密,對稱加密,symmetric encryption,0.90,mainland-term,台灣密碼學標準,tech,exact,,,,true
asymmetric-encryption,非對稱加密,非对称加密,非對稱加密,asymmetric encryption,0.90,mainland-term,台灣密碼學標準,tech,exact,,,,true
public-key,公鑰,公钥,公鑰,public key,0.90,mainland-term,台灣密碼學標準,tech,exact,,,,true
private-key,私鑰,私钥,私鑰,private key,0.90,mainland-term,台灣密碼學標準,tech,exact,,,,true
digital-signature,數位簽章,数字签名,數字簽名,digital signature,0.90,mainland-term,台灣資安認證標準,tech,exact,,,,true
ssl-certificate,SSL憑證,SSL证书,SSL證書,SSL certificate,0.90,mainland-term,台灣網路安全標準,tech,exact,,,,true
tls,傳輸層安全性,传输层安全,傳輸層安全,TLS,0.90,mainland-term,台灣網路協定標準,tech,exact,,,,true
oauth,OAuth,OAuth,OAuth,OAuth,0.80,mainland-term,台灣授權協定標準,tech,exact,,,,true
jwt,JWT,JWT,JWT,JWT,0.80,mainland-term,台灣認證標記標準,tech,exact,,,,true
cors,跨來源資源共用,跨源资源共享,跨源資源共享,CORS,0.90,mainland-term,台灣網頁安全標準,tech,exact,,,,true
xss,跨網站指令碼,跨站脚本,跨站腳本,XSS,0.90,mainland-term,台灣網頁攻擊防護,tech,exact,,,,true
sql-injection,SQL注入,SQL注入,SQL注入,SQL injection,0.85,mainland-term,台灣資料庫安全,tech,exact,,,,true
csrf,跨站請求偽造,跨站请求伪造,跨站請求偽造,CSRF,0.90,mainland-term,台灣網頁安全防護,tech,exact,,,,true
firewall,防火牆,防火墙,防火牆,firewall,0.90,mainland-term,台灣網路安全標準,tech,exact,,,,true
vpn,虛擬私人網路,虚拟专用网,虛擬專用網,VPN,0.90,mainland-term,台灣網路安全標準,tech,exact,,,,true
penetration-test,滲透測試,渗透测试,滲透測試,penetration test,0.90,mainland-term,台灣資安測試標準,tech,exact,,,,true
vulnerability,弱點,漏洞,漏洞,vulnerability,0.85,mainland-term,台灣資安評估標準,tech,exact,,,,true
exploit,攻擊程式,漏洞利用,漏洞利用,exploit,0.85,mainland-term,台灣資安威脅標準,tech,exact,,,,true
malware,惡意軟體,恶意软件,惡意軟件,malware,0.90,mainland-term,台灣資安威脅分類,tech,exact,,,,true
ransomware,勒索軟體,勒索软件,勒索軟件,ransomware,0.90,mainland-term,台灣資安威脅類型,tech,exact,,,,true
phishing,釣魚,钓鱼,釣魚,phishing,0.85,mainland-term,台灣資安攻擊手法,tech,exact,,,,true
ddos,分散式阻斷服務,分布式拒绝服务,分佈式拒絕服務,DDoS,0.90,mainland-term,台灣網路攻擊類型,tech,exact,,,,true
zero-day,零時差,零日,零日,zero-day,0.85,mainland-term,台灣資安漏洞分類,tech,exact,,,,true
patch,修補程式,补丁,補丁,patch,0.85,mainland-term,台灣系統更新標準,tech,exact,,,,true
hotfix,緊急修正,热修复,熱修復,hotfix,0.85,mainland-term,台灣緊急更新標準,tech,exact,,,,true
cpu,中央處理器,中央处理器,中央處理器,CPU,0.95,mainland-term,台灣電腦硬體標準,tech,exact,,,,true
gpu,圖形處理器,图形处理器,圖形處理器,GPU,0.95,mainland-term,台灣顯示技術標準,tech,exact,,,,true
ram,隨機存取記憶體,随机存取存储器,隨機存取存儲器,RAM,0.90,mainland-term,台灣記憶體技術,tech,exact,,,,true
rom,唯讀記憶體,只读存储器,只讀存儲器,ROM,0.90,mainland-term,台灣記憶體技術,tech,exact,,,,true
ssd,固態硬碟,固态硬盘,固態硬盤,SSD,0.90,mainland-term,台灣儲存裝置標準,tech,exact,,,,true
hdd,傳統硬碟,机械硬盘,機械硬盤,HDD,0.85,mainland-term,台灣儲存裝置標準,tech,exact,,,,true
motherboard,主機板,主板,主板,motherboard,0.90,mainland-term,台灣電腦組件標準,tech,exact,,,,true
